id_cliente,idade,saldo_atual,divida_atual,renda_anual,valor_em_investimentos,taxa_utilizacao_credito,num_emprestimos,num_contas_bancarias,num_cartoes_credito,dias_atraso_dt_venc,num_pgtos_atrasados,num_consultas_credito,taxa_juros,investe_exterior,pessoa_polit_exp,limite_adicional
10265,39,318.28,1612.7,42565.82,50.86,32.57,7,6,10,56,16,7,34,Não,Não,0
525,19,75.41,1553.07,78158.7,581.07,38.33,6,7,10,18,19,7,25,Não,Não,0
9653,50,304.1,4702.91,25360.51,56.51,32.02,8,9,5,60,14,12,31,Sim,Não,0
10606,43,266.97,331.5,45167.32,275.26,30.03,3,3,3,11,10,8,13,Não,Não,0
1281,41,104.0,1755.34,68814.52,389.08,27.6,7,5,7,24,14,8,10,Sim,Não,0
4367,36,796.08,1167.56,102870.43,241.53,35.06,0,7,4,21,14,2,12,Sim,Não,0
8553,32,366.51,2132.13,66224.05,10000.0,36.05,6,8,7,21,22,11,29,Não,Não,0
5527,48,602.46,128.48,106193.68,303.9,39.3,4,2,5,2,5,1,3,Não,Não,1
12139,56,273.69,5.67,73099.69,435.66,38.55,2,3,4,5,8,1,12,Sim,Não,1
10451,32,530.38,573.53,70626.64,125.64,28.44,2,4,6,12,16,8,10,Não,Não,0
1006,27,81.7,1450.31,78705.56,521.64,34.97,7,7,7,28,13,11,24,Não,Não,0
3461,35,198.42,4901.87,27184.78,10000.0,30.87,9,8,6,32,25,8,20,Sim,Não,0
7862,34,402.04,573.89,31146.06,53.18,31.36,0,3,3,6,8,0,16,Não,Não,0
9368,18,352.62,2309.82,27859.94,62.72,38.12,2,7,8,15,20,12,30,Sim,Não,0
11213,25,329.22,1319.63,42915.83,200.51,25.52,4,5,5,21,14,3,7,Não,Não,0
3056,27,1234.29,433.68,173869.73,168.74,32.84,4,5,7,3,7,2,12,Sim,Não,1
3567,43,318.32,1312.2,41629.28,114.61,37.02,4,3,3,7,10,0,8,Não,Não,0
10085,43,262.07,2998.57,55105.34,249.06,24.53,7,9,9,16,15,11,26,Não,Não,0
2133,24,291.03,1033.32,43180.37,10000.0,28.76,4,1,5,4,4,2,2,Não,Não,1
9572,35,596.14,270.49,87778.47,148.11,28.77,2,6,3,29,15,1,8,Não,Não,1
5881,48,275.66,1381.32,18695.38,104.37,39.9,6,5,4,12,12,7,15,Não,Não,0
5377,34,435.62,2109.67,64014.42,163.81,36.56,3,10,5,61,23,8,21,Não,Não,0
230,54,444.72,86.43,33631.86,32.43,27.85,0,8,3,22,10,4,8,Sim,Não,0
6696,61,428.92,533.66,9576898.08,625.5,24.23,0,5,3,3,14,1,5,Não,Não,1
4002,25,273.58,3052.44,15006.41,26.9,39.91,5,8,7,17,15,10,30,Não,Não,0
11407,19,279.18,2823.42,13626.15,16.8,33.6,7,8,10,31,18,6,33,Não,Não,0
8774,22,488.52,1415.01,43966.15,57.77,39.22,0,7,7,14,10,0,15,Não,Não,0
7175,27,316.46,1240.7,28957.6,134.2,33.83,6,6,6,10,10,8,18,Não,Não,0
3008,41,286.3,1685.82,12548.28,16.74,24.15,5,9,7,15,20,10,29,Sim,Não,0
4588,44,30.22,2349.79,77595.14,574.41,34.55,5,3,6,27,8,6,12,Não,Não,0
4222,46,212.37,592.29,21125.05,191.62,28.64,4,8,7,30,10,2,3,Não,Não,0
8547,24,303.16,1794.66,15481.73,41.33,31.1,5,7,8,40,24,12,16,Não,Não,0
7150,34,1035.11,1344.25,129992.52,173.56,30.86,1,3,6,23,14,2,2,Sim,Não,0
5278,26,270.95,4154.81,20465.87,78.21,35.05,5,10,10,26,21,12,28,Não,Sim,0
2751,41,276.58,2718.93,11142.69,55.79,22.99,9,6,10,34,19,7,22,Não,Sim,0
6867,26,275.5,4505.63,14053.64,68.9,34.46,5,7,8,32,19,11,22,Não,Não,0
6953,31,368.21,587.61,95866.4,134.2,36.84,0,8,7,28,12,0,12,Não,Não,0
2945,42,259.94,4094.0,28326.94,93.77,38.33,8,7,6,43,22,4,28,Não,Não,0
9730,22,556.56,1438.91,145223.84,616.76,25.04,4,2,5,8,5,4,8,Não,Não,1
2719,52,252.48,783.52,42224.46,209.57,38.36,4,0,6,12,2,1,4,Sim,Não,1
7306,25,217.14,382.28,21805.58,165.3,38.4,3,4,4,7,13,6,9,Não,Não,0
7489,39,417.89,2620.89,43819.2,39.93,39.15,2,7,5,18,16,8,33,Sim,Não,0
6075,55,411.98,1250.9,42763.22,68.78,40.2,2,2,6,7,5,3,9,Sim,Não,0
7249,59,219.03,194.3,20436.64,191.97,35.12,4,8,5,28,9,2,15,Não,Não,0
12176,38,247.87,2188.14,19333.15,56.17,30.66,9,9,10,15,25,6,34,Não,Não,0
12418,57,369.91,992.2,80972.53,426.53,37.89,1,6,7,32,9,2,5,Não,Sim,0
4162,18,309.11,2987.02,40402.92,64.01,31.47,6,9,8,27,16,11,34,Não,Não,0
9626,32,252.4,1794.51,13313.65,21.37,32.88,6,9,10,22,14,11,23,Não,Não,0
9293,42,431.79,751.44,52170.47,165.01,31.1,0,7,3,25,19,2,6,Sim,Não,0
11964,32,217.24,2172.22,19856.7,182.47,33.68,4,8,4,15,19,8,19,Sim,Não,0
10146,18,434.56,3682.08,62177.51,82.68,24.96,5,10,7,30,19,8,20,Não,Sim,0
11059,39,178.67,1022.77,60428.98,506.67,36.6,1,6,5,12,14,3,20,Sim,Não,0
9007,33,802.18,1309.0,107138.85,126.15,27.63,3,6,5,21,11,2,17,Não,Não,0
1018,52,1436.82,798.78,167409.14,228.54,35.98,0,5,3,11,14,3,4,Não,Não,1
11398,21,353.5,4670.92,26698.18,40.8,35.97,5,10,8,18,24,9,31,Não,Sim,0
5336,32,275.94,2511.75,12025.97,10.9,28.77,5,7,7,48,21,7,29,Não,Não,0
12407,58,499.43,454.94,58941.61,133.94,28.68,2,8,5,27,16,4,12,Não,Não,1
1929,25,488.4,1274.63,68750.28,178.41,39.8,4,10,8,38,19,10,31,Sim,Não,0
351,42,203.31,4879.41,92294.04,411.43,32.67,6,8,7,26,22,12,22,Não,Não,0
12276,39,337.17,335.69,120186.98,1039.72,31.08,3,3,7,8,3,2,2,Não,Sim,0
11670,35,497.43,1395.86,78444.67,133.22,30.16,4,5,5,16,16,7,16,Sim,Não,0
11671,25,324.27,1570.43,65915.79,285.65,26.62,3,9,6,52,18,11,19,Não,Não,0
9799,27,262.87,2200.96,24170.96,92.98,30.28,8,10,9,49,18,8,27,Sim,Não,0
7349,60,570.25,664.92,79929.36,229.02,26.84,2,2,1,15,7,0,5,Não,Sim,1
565,36,381.35,1004.66,43900.13,114.28,39.12,3,4,6,13,17,1,18,Não,Não,0
1583,43,814.41,1029.35,136154.91,286.82,31.26,3,4,3,7,0,2,12,Sim,Não,1
2176,41,290.15,540.26,99836.31,568.16,33.25,4,4,5,4,7,0,12,Não,Não,0
7664,29,296.52,1619.77,59318.36,126.24,24.17,9,8,5,15,24,7,27,Não,Sim,0
12475,39,420.71,901.87,43105.1,107.88,31.11,1,5,4,17,14,0,13,Não,Não,0
3934,59,322.28,1329.98,25100.72,71.38,25.92,2,0,4,4,8,1,2,Não,Não,0
2708,56,257.61,1383.67,28636.11,149.18,24.8,4,5,6,17,19,4,11,Não,Sim,0
12343,42,284.74,544.01,28086.04,127.91,38.66,3,5,4,12,1,0,1,Não,Não,1
12375,42,419.81,437.84,44329.81,53.79,38.96,3,6,6,9,14,1,5,Não,Não,0
3536,36,678.82,871.36,106445.08,131.63,32.53,4,4,6,5,18,0,16,Não,Sim,0
11472,31,1154.48,877.78,127738.86,124.63,32.8,0,4,5,26,10,3,9,Não,Não,0
7926,28,421.47,1072.94,48890.34,159.74,30.13,1,1,7,26,4,2,2,Sim,Não,0
9731,49,689.26,185.98,104895.88,114.48,30.1,6,3,4,10,14,7,9,Sim,Não,0
9775,58,241.8,1167.04,168091.49,911.0,25.31,4,0,3,6,4,4,4,Não,Não,0
822,60,497.24,301.82,53051.22,75.73,33.78,3,0,4,3,10,4,12,Não,Não,0
8441,43,256.42,2438.57,40460.77,204.34,32.1,2,4,3,23,16,11,31,Sim,Não,0
8244,41,378.05,192.94,115413.93,762.47,34.87,1,4,1,4,5,1,1,Sim,Não,1
11563,49,321.49,2087.18,20737.89,10000.0,32.86,3,6,4,24,14,10,34,Sim,Não,0
2698,29,248.57,2538.06,21154.17,68.28,29.98,6,10,8,26,16,6,21,Não,Não,0
832,59,334.0,1099.66,29879.58,79.49,33.78,2,4,4,9,16,3,17,Não,Não,0
4575,36,224.03,1367.75,22277.64,152.14,36.91,3,4,3,18,12,5,10,Não,Não,0
3827,18,184.08,1870.54,27913.2,188.08,30.98,7,8,8,17,11,4,18,Não,Não,0
8272,54,561.24,836.88,74622.75,184.81,34.64,3,5,5,5,19,0,6,Não,Não,0
11607,29,421.77,2632.8,71974.84,100.58,34.22,5,8,8,23,14,11,29,Não,Sim,0
6889,31,337.17,1475.05,105148.28,806.13,32.15,5,6,7,26,15,6,14,Não,Não,0
49,48,194.36,3053.16,91008.62,162.59,39.43,9,10,9,20,19,9,25,Não,Não,0
9373,50,825.71,1311.47,151507.03,10000.0,37.83,5,3,4,20,9,7,9,Não,Não,0
12319,34,293.44,196.13,46268.15,109.69,32.59,6,7,4,26,14,7,18,Não,Não,0
7723,46,291.82,1619.3,26583.63,80.82,32.79,5,9,5,47,14,8,30,Não,Não,0
9396,31,461.28,2685.23,72410.78,203.15,38.13,3,4,6,25,17,4,10,Não,Não,0
4096,48,275.59,1035.28,24168.59,81.55,23.75,4,1,1,6,5,3,4,Não,Não,1
6128,46,977.76,1257.75,123454.06,198.73,36.29,0,3,5,34,2,1,10,Não,Não,0
8817,45,272.6,3698.45,22287.2,49.18,32.1,9,10,9,36,25,11,17,Não,Não,0
4846,49,454.95,2057.89,48051.02,104.59,33.88,2,8,5,15,19,12,23,Sim,Não,0
6819,27,371.46,1585.96,44950.12,38.24,26.49,4,8,10,57,15,6,23,Não,Não,0
2374,47,327.45,1473.64,27692.96,56.55,35.94,2,7,6,20,13,11,32,Não,Não,0
9862,45,323.54,1523.8,43998.47,96.44,37.45,4,9,6,50,17,6,34,Não,Não,0
2759,55,410.99,512.07,41989.57,68.75,27.99,1,8,4,27,13,0,6,Não,Não,0
12405,28,410.09,1075.47,132024.0,842.23,35.97,1,4,4,14,9,2,5,Não,Não,1
7091,29,703.47,158.8,73945.29,64.26,36.44,0,3,7,8,3,0,5,Não,Não,0
7105,27,270.21,2495.35,42174.63,167.94,31.58,6,9,10,15,20,10,16,Não,Não,0
5768,55,926.34,1286.5,99442.96,62.19,40.39,0,6,5,27,17,1,9,Sim,Não,0
3881,20,244.07,2111.86,67177.09,360.99,25.51,3,9,5,43,12,8,31,Não,Sim,0
8261,35,284.67,1058.03,55054.23,371.17,33.13,1,1,4,14,12,1,7,Não,Não,0
4935,20,330.55,168.33,71065.78,134.2,28.13,6,7,4,14,14,5,8,Não,Não,0
11458,44,264.53,878.44,14349.58,21.65,33.76,2,7,6,20,9,3,20,Não,Não,0
7542,22,215.44,2621.47,25916.95,134.2,26.72,7,4,6,29,7,6,27,Não,Não,0
9932,45,354.05,1664.96,24538.56,42.73,34.39,2,4,8,27,12,12,26,Não,Não,0
3946,32,601.19,3399.41,90196.54,134.2,31.69,7,6,8,49,25,8,28,Não,Não,0
2165,41,286.53,107.8,19751.45,80.49,23.92,3,4,5,22,13,4,6,Não,Sim,0
2887,48,235.06,1717.09,12149.26,95.89,31.16,7,8,6,12,9,8,25,Não,Não,0
8529,59,344.21,1237.39,33274.4,122.23,41.09,0,5,3,9,10,3,15,Não,Não,0
9044,40,474.51,694.02,54633.95,63.69,33.99,3,0,7,4,3,4,4,Não,Não,1
517,46,262.05,2225.18,26370.94,191.55,38.07,2,6,6,33,16,7,19,Não,Não,0
9746,32,482.67,1373.82,41649.36,134.2,35.84,0,8,3,29,14,6,20,Não,Sim,0
5020,25,299.46,1238.7,42260.81,297.43,26.88,0,5,6,13,3,1,1,Não,Não,0
173,26,808.69,455.22,96213.26,95.86,39.76,1,8,5,17,10,8,13,Sim,Não,0
640,47,271.02,3918.55,10561.26,31.15,33.7,6,10,9,55,24,10,19,Não,Não,0
5415,48,177.16,327.8,69049.06,537.21,40.2,2,5,3,11,22,5,20,Não,Sim,0
11642,24,242.79,2608.97,44135.89,211.07,31.98,8,6,6,19,18,11,32,Não,Não,0
1144,61,330.95,1227.21,134710.32,888.13,33.91,1,7,6,12,10,3,20,Não,Não,0
9000,56,311.45,470.36,30167.92,142.42,27.78,1,1,6,7,5,4,12,Sim,Não,0
7733,48,894.96,332.47,113937.11,134.2,28.55,0,6,6,21,19,4,18,Sim,Não,0
10457,49,423.65,1445.81,45844.6,29.97,35.73,3,7,5,10,18,6,18,Não,Não,0
1833,28,429.69,570.25,28829.56,24.13,28.21,0,7,7,5,23,4,20,Não,Não,0
9571,57,345.42,575.48,130541.7,675.51,33.93,4,4,6,14,0,3,7,Não,Não,0
3687,44,244.46,4094.24,13095.81,83.34,24.36,8,6,7,17,24,6,19,Sim,Não,0
9483,40,402.34,1391.92,27484.77,53.67,34.86,2,3,3,6,19,10,33,Não,Não,0
6930,40,225.3,1598.4,23067.66,146.42,23.76,5,7,9,54,21,10,19,Não,Não,0
4538,54,651.23,597.32,90019.96,159.25,27.45,2,6,3,16,9,4,8,Não,Sim,0
6473,48,285.84,399.01,17790.54,95.08,27.05,4,3,5,15,12,0,18,Sim,Não,0
7938,34,375.12,4683.95,75592.43,163.27,29.49,9,9,5,39,21,11,27,Não,Não,0
835,29,252.62,2377.23,44967.71,36.72,24.03,9,9,5,58,22,8,15,Não,Não,0
2487,43,291.88,936.02,19844.03,79.37,27.86,3,7,6,27,14,4,8,Não,Não,0
11802,26,221.9,4578.85,12897.54,28.47,30.93,8,10,5,17,18,12,34,Não,Não,0
6171,61,346.18,1426.06,42187.37,211.64,37.17,0,5,7,18,3,2,11,Não,Não,0
7133,27,196.67,4019.02,26055.74,197.31,34.42,6,9,9,39,19,11,20,Não,Não,0
10289,30,139.09,3524.86,44940.03,141.21,31.64,9,6,7,26,17,9,24,Não,Não,0
11961,22,249.17,219.36,17483.47,66.03,35.32,7,5,4,19,9,7,20,Não,Não,0
7350,53,406.98,1.42,24569.58,19.17,41.15,0,7,4,27,16,4,15,Não,Não,0
11954,24,271.04,1209.22,22959.8,156.95,32.9,1,4,3,21,12,3,5,Não,Não,0
8900,38,270.66,1924.07,41947.93,111.65,34.9,6,9,10,50,14,7,32,Não,Não,0
8494,20,336.37,444.88,43313.73,134.2,32.0,3,7,3,24,11,4,16,Não,Não,0
2025,58,278.78,1348.43,43419.78,322.89,25.1,0,1,5,14,14,2,5,Não,Não,0
355,60,402.93,94.75,33802.11,22.8,37.8,1,4,3,18,12,3,10,Não,Não,0
9430,38,421.98,4751.96,74975.84,97.33,37.61,6,8,8,25,20,11,32,Não,Não,0
10125,41,223.8,2142.89,76787.4,184.9,38.36,9,8,8,24,24,6,32,Não,Não,0
6460,42,363.81,176.51,31010.79,92.11,34.98,1,7,6,18,11,2,13,Não,Não,0
12307,49,138.59,1976.63,42233.93,251.74,34.01,8,6,7,35,20,11,24,Sim,Não,0
4569,21,290.39,1340.46,54412.71,108.63,24.45,8,9,7,59,17,9,33,Não,Sim,0
3128,45,925.74,405.45,103811.81,53.71,37.58,1,1,3,20,12,3,8,Sim,Não,0
5059,29,337.17,1394.25,92525.87,782.76,33.14,7,9,10,29,22,6,25,Não,Não,0
310,35,263.32,4182.21,27699.07,68.08,32.71,8,8,10,19,16,11,28,Sim,Não,0
6250,21,154.65,2391.98,43687.03,344.25,26.66,4,8,3,19,16,10,34,Não,Não,0
11724,42,344.98,285.29,60020.2,149.23,28.94,4,5,7,27,16,1,12,Sim,Não,0
9741,34,397.1,1751.18,44659.48,137.55,29.9,2,8,10,47,7,6,31,Não,Não,0
4355,23,445.65,1408.66,42432.41,34.49,26.13,2,5,3,6,19,7,18,Não,Não,0
8108,45,898.38,885.12,98304.09,101.42,31.9,0,4,5,13,8,0,6,Não,Não,0
11942,60,310.11,757.92,15299.16,76.93,30.19,1,7,4,13,17,4,3,Não,Não,1
6506,21,434.48,1350.4,75069.96,138.79,30.75,4,7,7,18,12,7,11,Sim,Não,0
2771,23,137.15,4792.62,77025.4,511.92,36.02,5,8,8,47,19,12,18,Não,Não,0
4813,26,718.56,1221.97,97872.0,123.23,29.09,2,4,5,13,13,1,17,Sim,Não,0
10091,35,336.23,1904.56,38944.12,85.34,37.62,2,7,7,42,17,6,28,Sim,Não,0
8511,61,281.91,541.18,19334.72,145.35,21.87,0,2,7,1,6,4,9,Não,Não,1
6177,41,442.49,566.05,58136.71,75.87,34.77,4,3,3,5,14,6,8,Não,Não,0
3210,26,232.65,2727.69,27412.86,146.77,30.45,5,6,8,39,23,10,23,Sim,Não,0
3906,31,379.06,822.94,37904.93,30.69,37.97,2,4,6,9,12,4,10,Não,Não,0
11055,48,420.99,509.45,45844.51,75.17,24.36,2,4,5,4,6,1,5,Não,Não,1
12022,55,385.93,29.87,100829.97,582.43,28.48,1,4,1,10,9,1,4,Sim,Não,1
6126,55,366.95,607.9,42743.61,56.72,28.69,3,7,3,24,11,0,14,Não,Não,0
8714,42,244.84,366.86,41909.48,278.2,31.17,1,2,4,5,2,4,10,Sim,Não,1
6773,19,274.53,1640.86,13655.93,11.35,31.71,5,10,9,37,15,12,15,Não,Não,0
4170,39,340.52,2172.61,74203.1,185.14,38.12,7,6,10,42,11,8,34,Não,Não,0
10208,36,262.59,2618.46,46409.69,179.56,24.9,6,4,7,30,9,6,22,Não,Não,0
4422,46,240.02,776.31,43258.94,268.04,40.87,3,4,5,22,16,1,7,Não,Não,1
1102,22,358.85,4082.37,60310.42,59.48,35.51,6,10,10,42,16,8,21,Não,Não,0
6551,24,348.47,33.61,44583.62,130.85,37.52,4,8,4,10,17,0,10,Não,Não,0
10144,32,805.11,130.3,101816.12,215.7,35.02,0,4,5,27,19,4,7,Não,Não,0
3251,25,288.11,1432.28,14868.4,29.11,26.11,5,4,7,21,16,8,15,Sim,Não,0
4410,21,295.72,1821.76,12386.2,24.68,32.41,5,6,6,50,19,7,33,Não,Não,0
4141,30,326.88,781.45,44453.48,175.59,24.02,2,2,7,2,2,2,2,Não,Não,1
3558,38,296.17,2062.12,14372.36,34.3,36.09,2,8,10,26,7,7,28,Não,Não,0
119,38,231.53,3947.24,74649.21,166.49,21.74,8,10,8,24,18,9,31,Não,Sim,0
2023,56,874.79,1094.29,169655.02,831.09,40.36,0,2,3,12,9,2,2,Sim,Não,1
4599,33,583.73,556.02,131983.01,696.85,25.08,1,8,4,29,13,1,14,Sim,Não,0
5091,46,337.17,1012.18,75552.5,642.91,29.11,6,5,3,13,19,5,19,Não,Não,0
5096,46,1039.24,471.82,164347.37,146.02,28.37,3,2,1,1,14,4,6,Não,Não,1
10824,47,809.16,666.31,119720.74,276.35,41.43,2,2,5,3,6,1,9,Não,Não,0
9640,49,392.57,949.13,88046.78,418.82,38.19,2,5,5,11,9,4,20,Não,Não,0
10025,52,41.13,731.37,153319.04,1102.48,34.84,3,0,4,6,2,1,3,Não,Sim,1
4682,22,190.84,1125.37,24623.5,176.19,31.54,5,8,3,17,20,4,15,Não,Não,0
5004,53,279.11,195.62,21142.15,135.05,24.49,1,4,6,14,2,2,8,Sim,Não,1
9803,58,295.72,404.12,31530.76,184.87,25.49,0,7,5,14,17,1,11,Sim,Não,0
5701,25,697.48,189.1,98339.68,10000.0,39.65,2,7,4,15,14,5,9,Sim,Não,0
4274,42,380.29,1184.49,39598.96,18.19,28.32,4,8,4,9,19,4,20,Não,Não,0
6602,34,360.1,1962.59,48290.16,43.11,38.42,7,6,8,25,19,9,33,Não,Não,0
88,32,298.33,343.84,20803.98,81.68,36.74,4,1,7,1,2,3,5,Não,Não,0
3383,30,306.15,1916.7,11276.04,42.71,23.73,6,8,5,9,18,8,20,Não,Não,0
8279,41,275.38,662.86,19078.01,73.44,23.36,4,5,4,20,10,4,13,Sim,Não,0
10873,50,287.69,3937.86,12038.92,39.17,34.57,8,8,7,50,22,12,24,Não,Não,0
12165,45,263.43,3332.8,19551.15,34.73,31.37,7,8,6,33,25,7,25,Sim,Não,0
10401,28,363.17,968.32,33769.49,40.92,32.22,3,5,3,20,9,0,8,Não,Não,0
8820,48,741.7,45.87,87591.48,10000.0,41.66,0,8,5,10,20,3,20,Não,Sim,0
2242,29,259.98,1480.88,26557.36,143.69,25.05,2,4,3,26,14,5,15,Não,Não,0
8919,45,320.94,828.93,36123.39,48.62,26.9,6,7,6,10,13,7,20,Sim,Não,0
5272,27,377.15,1394.62,46538.08,166.3,28.13,2,1,3,13,3,0,10,Não,Não,0
8199,41,529.59,2308.33,9084261.43,10000.0,28.89,6,6,5,33,23,9,34,Sim,Não,0
1028,43,289.92,2098.55,10628.22,36.51,32.31,3,5,10,20,17,6,16,Sim,Não,0
12129,18,295.43,3131.45,38392.15,55.72,34.91,8,6,8,39,15,8,27,Sim,Não,0
2437,35,385.69,1426.31,30154.5,68.55,39.41,2,5,6,24,11,7,18,Não,Não,0
1279,30,777.85,597.85,90370.91,167.09,42.53,0,8,7,10,17,2,19,Sim,Não,0
7713,27,690.3,957.94,91399.75,110.23,36.47,3,0,3,7,2,3,2,Sim,Não,1
7956,27,288.8,4445.09,12865.28,32.98,23.5,9,7,6,23,22,11,30,Sim,Não,0
1426,35,214.53,1317.34,41853.01,94.86,27.59,7,5,3,17,16,5,22,Não,Não,0
8613,59,773.46,449.23,98766.24,112.45,26.78,1,2,1,6,2,3,11,Sim,Não,1
1503,61,872.05,1449.91,159949.45,508.84,43.97,3,1,6,3,3,1,11,Não,Não,0
12174,45,291.42,4273.06,11424.36,23.97,22.16,5,10,6,51,21,12,18,Não,Não,0
10737,30,244.0,157.78,24626.75,132.2,28.95,4,0,3,3,14,4,2,Não,Não,1
10238,50,131.26,1382.45,162259.39,1171.83,33.16,3,1,3,10,5,3,8,Não,Não,1
10718,41,332.33,1060.4,18510.96,42.98,35.13,1,8,6,7,9,5,19,Não,Não,0
679,46,271.67,1853.17,12567.53,38.78,39.81,9,9,5,44,20,10,25,Não,Não,0
11492,26,306.56,1393.23,27606.54,41.47,37.09,4,7,6,12,14,0,8,Não,Não,0
11533,47,317.43,1361.45,17493.69,71.49,33.25,4,6,7,23,10,5,5,Não,Não,0
7536,28,300.78,1035.87,22907.12,10000.0,27.7,2,0,1,11,1,4,7,Não,Não,1
1071,31,328.26,716.83,30170.92,114.9,30.78,3,6,7,27,11,2,14,Sim,Não,0
5538,50,214.94,3777.55,26030.08,133.57,28.37,6,10,8,33,14,6,25,Não,Não,0
2481,34,286.58,104.07,20622.19,121.72,33.97,0,1,4,13,12,2,5,Não,Não,0
3393,23,298.13,886.72,28545.43,157.14,28.91,0,5,5,17,10,1,6,Não,Não,0
1100,33,219.58,4064.57,11932.11,0.0,32.0,9,9,5,46,17,8,22,Não,Sim,0
12347,41,512.28,559.18,108003.54,444.05,35.04,3,3,6,16,16,2,9,Não,Não,0
8168,28,316.54,2520.04,14883.42,46.75,29.68,2,9,10,53,8,9,28,Sim,Não,0
419,59,740.5,244.07,74206.63,94.01,37.05,0,0,2,9,8,3,3,Sim,Não,1
7921,27,1013.99,1435.29,164982.24,177.66,34.15,4,2,6,12,9,1,10,Não,Sim,0
1948,30,903.66,935.74,129505.86,285.23,40.19,1,3,6,6,14,0,1,Não,Não,0
3337,48,347.53,1475.78,44379.45,10000.0,25.08,2,3,7,6,3,2,3,Não,Não,1
2300,58,568.22,912.75,126264.17,672.63,36.72,0,3,1,3,2,4,8,Não,Não,1
7119,22,185.58,159.41,19446.88,134.2,28.66,5,5,6,17,14,4,5,Não,Não,0
9040,59,956.91,518.86,121844.14,205.67,27.23,1,7,6,20,14,4,5,Não,Não,0
12220,39,301.97,397.9,35589.27,131.37,26.53,1,6,7,19,15,2,7,Não,Não,0
209,32,282.93,1205.36,36562.69,147.86,34.85,4,8,3,21,14,2,12,Não,Sim,0
10888,50,467.03,798.77,74227.4,189.61,29.17,2,3,4,31,12,6,12,Sim,Não,0
6429,32,369.33,304.77,18695.87,32.99,38.41,0,8,3,27,13,0,19,Sim,Não,0
8594,31,307.42,2424.83,77049.81,504.93,26.15,2,8,4,8,7,9,15,Não,Não,0
12143,47,169.43,909.73,80042.05,483.61,31.56,4,4,3,17,20,0,13,Não,Não,0
529,55,498.51,1423.23,145584.76,788.15,30.16,3,5,2,8,0,2,4,Não,Não,1
723,25,353.65,556.93,20804.75,38.76,28.85,1,4,3,25,17,1,18,Não,Não,0
7676,18,336.3,1750.14,40172.28,10000.0,35.39,4,10,8,48,16,10,25,Sim,Não,0
1861,47,1193.4,676.1,175238.99,198.84,36.34,3,5,4,22,7,0,11,Não,Sim,0
11949,19,238.43,4671.72,19096.7,124.92,28.17,7,9,5,39,25,6,21,Não,Sim,0
10576,45,395.22,888.82,38005.82,60.8,27.64,2,8,4,18,8,0,6,Não,Não,0
11323,38,371.79,1092.47,43624.34,233.77,37.02,0,4,6,10,11,3,2,Sim,Não,0
1993,47,103.5,1438.69,78212.25,655.11,25.98,3,9,9,55,25,11,21,Não,Sim,0
2333,18,326.08,1383.42,25514.89,83.5,26.35,2,9,7,22,19,8,22,Não,Não,0
8056,35,339.08,568.59,46335.58,106.12,35.73,4,3,6,17,12,1,3,Sim,Não,1
8266,25,406.8,309.14,71276.22,187.92,39.13,3,6,5,27,14,3,9,Não,Não,0
9124,29,1109.21,551.73,147364.92,292.92,43.88,0,6,3,25,17,2,19,Sim,Não,0
3460,27,203.23,430.56,43179.3,258.51,30.68,4,6,5,13,18,1,12,Sim,Não,0
5621,55,350.74,454.67,37965.07,106.29,24.08,3,5,7,29,8,3,8,Não,Não,0
5845,35,309.96,914.86,44667.43,264.8,27.2,0,5,4,8,20,6,11,Não,Sim,0
7298,24,532.84,1220.07,111734.45,431.4,36.89,3,3,7,15,20,1,13,Não,Não,0
10063,34,1070.06,1356.23,129920.88,85.45,36.17,2,8,3,24,9,4,19,Não,Não,0
4519,30,27.5,1347.23,70185.39,478.66,31.6,6,6,3,23,11,8,34,Não,Não,0
5139,38,401.99,150.49,42185.57,109.89,25.91,1,8,5,9,15,2,11,Não,Não,0
10114,47,426.58,821.1,46256.27,74.31,23.94,3,3,4,1,10,3,3,Não,Não,1
11793,25,700.35,64.47,21377442.31,106.48,25.79,0,6,3,29,14,1,10,Não,Não,1
258,18,435.65,586.6,43038.53,56.83,27.14,3,4,4,16,12,4,8,Sim,Não,0
9521,43,288.6,1295.41,19168.22,22.0,31.52,4,4,7,27,19,7,16,Sim,Não,0
10925,50,574.28,226.98,124502.52,654.11,38.53,0,4,7,4,13,2,12,Não,Não,0
10760,50,386.29,4948.46,47077.9,48.85,33.6,7,7,6,20,24,9,24,Sim,Não,0
9984,20,488.73,2375.42,76198.77,267.66,32.09,2,9,5,36,19,10,21,Não,Não,0
703,28,271.3,276.34,17740.19,98.81,25.52,1,7,7,17,19,6,20,Não,Não,0
3190,27,931.2,1245.58,133030.34,190.21,27.19,4,1,7,19,5,0,8,Sim,Não,0
504,32,361.17,3581.79,50415.14,22.55,34.08,6,9,10,35,18,6,17,Sim,Não,0
11011,35,1307.64,376.64,174719.71,10000.0,30.96,0,0,3,22,3,1,5,Sim,Não,0
2557,30,461.2,1750.56,49765.55,10000.0,33.06,4,7,9,60,15,12,21,Não,Não,0
7924,39,278.74,2190.95,20222.42,38.99,31.33,7,6,5,15,14,9,33,Sim,Não,0
2249,55,296.69,707.29,26840.96,80.37,27.88,3,3,5,10,14,4,11,Não,Não,1
373,46,278.14,2758.61,12505.79,19.51,36.03,5,6,8,36,18,11,19,Não,Não,0
